gene	M_1	M_2	M_3	O_1	O_2	O_3	WT_1	WT_2	WT_3
AT1G04645	0	0	0	6	0	0	0	0	0
AT1G04647	412	756	629	553	614	617	691	551	590
AT1G04650	89	81	96	94	88	79	29	48	24
AT1G04653	0	0	0	0	0	0	0	0	0
AT1G04657	8	20	7	5	2	12	11	5	7
AT1G04660	88	14	56	14	0	0	0	26	0
AT1G04667	0	0	0	0	0	1	0	0	0
AT1G04670	0	0	0	1	0	0	0	0	0
AT1G04673	0	0	0	0	0	0	0	1	1
AT1G04677	0	0	4	0	0	0	0	0	0
AT1G04680	2840	1262	2451	1999	2363	1315	959	1839	1355
AT1G04683	0	0	0	0	0	0	0	0	0
AT1G04687	0	0	0	0	0	0	0	0	0
AT1G04690	2141	2576	2634	1575	1427	1392	1359	1347	1379
AT1G04693	0	0	0	0	0	0	0	0	0
AT1G04697	25	22	65	44	89	67	33	35	46
AT1G04700	94	33	77	34	21	24	63	74	36
AT1G04703	0	0	0	0	0	0	0	0	0
AT1G04707	12	4	11	0	6	8	1	10	0
AT1G04710	643	578	506	368	344	276	425	462	443
AT1G04713	8	0	5	2	0	4	1	0	0
AT1G04717	0	0	0	0	0	0	0	0	0
AT1G04720	0	0	0	0	0	0	0	0	0
AT1G04723	274	282	340	203	279	235	272	259	327
AT1G04730	257	152	184	86	101	38	85	155	73
AT1G04733	5	2	1	3	3	0	5	0	0
AT1G04737	122	177	127	77	77	81	84	95	104
AT1G04743	4	2	0	6	14	4	8	5	7
AT1G04747	0	0	0	0	0	0	0	0	0
AT1G04750	2051	2370	2026	1315	1555	1383	1574	1634	1617
AT1G04753	0	0	0	0	0	0	1	0	0
AT1G04760	181	92	92	80	51	75	69	84	120
AT1G04763	0	0	0	0	0	0	0	0	0
AT1G04767	2	10	2	6	0	12	10	6	14
AT1G04770	287	280	198	335	282	273	319	393	547
AT1G04773	134	57	104	24	20	17	11	27	19
AT1G04778	11	14	1	2	4	2	1	3	19
AT1G04780	1864	3363	2944	2588	2864	2634	2187	2283	2576
AT1G04783	0	0	0	0	0	0	0	0	0
AT1G04787	0	0	0	0	0	0	0	0	0
AT1G04790	1693	1383	1734	891	1039	757	799	2009	704
AT1G04793	0	5	0	0	0	0	0	1	0
AT1G04797	120	48	105	44	28	22	35	68	20
AT1G04800	1263	831	1486	217	821	215	399	1757	205
AT1G04803	0	11	2	4	5	0	6	0	9
AT1G04807	3	2	2	0	0	0	0	0	0
AT1G04810	1668	1912	1977	1537	1463	1456	1214	1249	1271
AT1G04813	0	0	0	0	0	0	0	0	0
AT1G04817	2	11	1	3	0	1	1	4	1
AT1G04820	13735	6819	9659	6256	6469	3540	7490	11189	7411
AT1G04823	63	8	35	14	27	15	1	12	5
AT1G04827	12	19	25	26	29	12	35	25	44
AT1G04830	431	517	454	380	356	392	341	439	461
AT1G04833	764	1064	887	3687	4772	3623	642	502	675
AT1G04837	428	433	428	257	173	249	112	147	99
AT1G04840	78	65	78	61	23	61	45	79	81
AT1G04847	0	0	0	0	0	0	1	0	0
AT1G04850	2243	2795	2389	1447	1218	1322	1129	1331	1193
AT1G04853	152	246	270	435	388	308	103	206	169
AT1G04857	0	0	0	1	0	0	0	0	0
AT1G04860	1108	1756	1409	1259	840	1141	959	1035	1030
AT1G04863	0	0	0	0	0	0	0	0	0
AT1G04867	0	0	0	0	0	0	0	0	0
AT1G04870	787	819	792	358	305	288	423	442	324
AT1G04873	149	250	167	169	166	135	187	125	176
AT1G04877	6	1	1	5	2	0	0	1	3
AT1G04880	6	4	10	2	2	0	0	8	2
AT1G04883	370	340	405	268	293	250	275	255	282
AT1G04887	2	0	2	14	0	4	0	0	2
AT1G04890	0	0	0	0	0	1	0	0	2
AT1G04893	80	55	93	34	11	18	14	46	17
AT1G04895	0	0	0	0	0	0	0	0	0
AT1G04897	0	0	0	0	0	0	0	0	0
AT1G04900	324	256	241	146	123	87	105	165	80
AT1G04907	0	0	2	0	0	2	0	0	0
AT1G04910	890	1048	1011	662	511	574	492	693	482
AT1G04913	8	7	13	13	17	4	16	16	13
AT1G04917	72	48	100	43	41	31	17	37	54
AT1G04920	99	54	52	12	27	10	27	36	37
AT1G04923	0	0	0	0	0	0	0	0	0
AT1G04927	24	51	47	38	24	22	29	42	34
AT1G04930	124	109	146	78	49	47	96	108	105
AT1G04933	53	66	78	63	67	65	51	33	54
AT1G04937	0	0	0	0	0	0	0	0	0
AT1G04940	2249	1759	2241	1402	1463	1033	1188	1917	1304
AT1G04943	0	0	0	0	0	0	0	0	0
AT1G04945	2183	1824	2190	1331	1338	989	1159	1769	1246
AT1G04947	0	0	0	0	0	0	2	0	0
AT1G04950	863	858	958	620	606	673	397	512	465
AT1G04953	64	98	116	16	30	7	39	72	65
AT1G04957	0	0	0	0	0	3	3	1	0
AT1G04960	539	825	713	565	662	610	565	538	676
AT1G04963	0	0	0	0	0	0	0	0	0
AT1G04967	0	0	0	2	0	0	0	0	0
AT1G04970	794	1504	1291	724	751	775	541	637	808
AT1G04973	142	180	165	125	99	77	90	117	117
AT1G04977	451	540	593	365	120	178	304	579	266
AT1G04980	383	710	272	78	29	38	130	189	134
AT1G04983	2	0	1	10	10	14	6	5	9
AT1G04985	733	1096	1048	945	680	813	869	886	802
AT1G04987	0	0	0	0	0	0	0	0	0
AT1G04990	814	1123	758	445	438	414	535	477	656
AT1G04993	0	0	0	0	0	0	0	0	0
AT1G04997	12	3	7	2	0	0	0	0	0
AT1G05000	43	175	145	41	37	20	49	55	45
AT1G05003	0	0	0	0	0	0	0	0	0
AT1G05005	0	0	0	0	0	0	1	0	0
AT1G05007	0	0	0	0	0	0	1	0	0
AT1G05010	6241	11824	6931	7810	7974	4023	9210	8200	8397
AT1G05013	0	0	0	0	0	0	0	0	0
AT1G05017	49	39	49	30	28	28	25	15	26
AT1G05020	102	105	102	230	343	114	364	414	344
AT1G05023	143	135	149	219	97	165	9	19	18
AT1G05027	0	0	2	0	0	0	0	0	0
AT1G05030	521	651	775	553	570	426	583	623	543
AT1G05033	128	111	119	50	36	21	140	84	268
AT1G05035	18	48	21	12	28	16	9	25	23
AT1G05037	0	0	0	0	0	0	0	0	0
AT1G05040	0	0	0	7	1	6	0	1	0
AT1G05043	75	84	64	49	48	41	74	79	51
AT1G05047	532	386	587	484	352	320	252	381	262
AT1G05053	0	6	0	0	0	0	0	0	2
AT1G05055	330	361	329	217	116	115	152	203	149
AT1G05057	0	0	0	1	0	1	0	0	1
AT1G05060	396	762	529	427	415	393	301	277	364
AT1G05065	20	8	20	22	22	20	32	41	53
AT1G05067	0	0	0	0	0	0	0	0	0
AT1G05070	517	473	696	787	696	658	280	423	332
AT1G05073	0	0	0	0	0	0	0	0	0
AT1G05077	69	145	92	119	154	94	103	58	96
AT1G05080	0	2	1	5	0	0	1	0	0
AT1G05083	30	38	50	12	20	28	5	3	4
AT1G05085	0	0	0	1	0	0	0	0	0
AT1G05087	370	345	321	240	175	135	213	306	262
AT1G05090	525	666	671	424	272	420	396	531	419
AT1G05093	5	1	2	0	0	5	0	0	2
AT1G05097	0	0	0	0	0	0	0	0	0
AT1G05100	138	242	190	8	124	40	960	250	1083
AT1G05103	8	0	4	3	1	0	1	4	0
AT1G05107	9	0	4	3	1	0	1	2	0
AT1G05113	0	0	0	1	0	0	0	3	1
AT1G05117	0	0	0	0	0	0	0	0	0
AT1G05120	736	942	728	609	602	510	1227	1108	1018
AT1G05123	233	213	187	122	136	55	182	230	156
AT1G05127	0	0	0	0	0	0	0	0	0
AT1G05133	0	2	8	0	1	1	0	6	0
AT1G05136	11	11	23	9	8	8	17	18	13
AT1G05137	2	0	0	1	0	0	1	1	1
AT1G05140	1458	1427	1966	1573	1274	1282	917	1097	1060
AT1G05143	95	72	89	126	146	111	84	98	107
AT1G05147	56	154	72	3	1	6	4	32	9
AT1G05150	1636	1225	1511	825	575	624	352	695	460
AT1G05153	2	7	4	2	3	1	0	3	1
AT1G05160	332	325	361	319	208	289	150	173	169
AT1G05163	97	83	115	30	24	32	26	35	9
AT1G05170	150	202	162	170	80	109	169	151	153
AT1G05173	0	0	0	0	0	0	0	0	0
AT1G05177	0	0	0	0	0	0	0	0	0
AT1G05180	983	1134	1006	639	593	530	595	588	523
AT1G05183	192	136	158	113	94	86	63	120	89
AT1G05187	86	77	76	19	34	4	82	71	52
AT1G05190	12008	6818	11569	7419	7303	5010	6556	11772	7307
AT1G05193	0	0	0	0	0	0	0	0	0
AT1G05197	0	0	0	0	0	0	0	0	1
AT1G05200	1705	1849	1647	2059	1398	1531	1020	1502	1068
AT1G05203	162	125	155	79	52	51	47	72	48
AT1G05205	258	223	249	157	115	88	130	203	123
AT1G05207	24359	20942	28891	31859	32586	23776	26297	29961	27198
AT1G05210	222	43	105	54	76	13	46	125	60
AT1G05213	2058	3926	2946	3041	2605	2327	4782	2422	2936
AT1G05217	0	0	0	0	0	0	0	0	0
AT1G05220	5	3	1	3	4	3	2	2	7
AT1G05223	0	0	0	0	0	0	0	0	0
AT1G05227	1	6	3	2	2	4	4	4	4
AT1G05230	1105	847	890	508	525	409	454	723	578
AT1G05233	0	0	0	0	0	0	0	0	0
AT1G05237	0	0	0	0	0	0	0	0	0
AT1G05240	5	8	17	4	20	11	5	6	11
AT1G05243	91	82	78	56	70	66	72	77	82
AT1G05247	0	1	0	0	0	0	0	0	3
AT1G05250	4	6	13	4	14	5	1	0	10
AT1G05253	678	715	1129	1328	1670	1790	781	616	912
AT1G05257	27	63	80	158	34	82	75	20	44
AT1G05260	7	61	30	4	2	0	2	6	1
AT1G05263	0	1	0	0	0	0	0	0	0
AT1G05267	70	80	56	47	36	26	22	56	28
AT1G05270	773	974	890	741	618	610	599	624	644
AT1G05273	1	0	1	1	1	1	3	3	2
AT1G05277	307	456	488	415	396	345	288	291	347
AT1G05280	0	0	0	0	0	0	0	0	0
AT1G05283	8	6	2	5	3	3	3	2	3
AT1G05287	32	39	38	11	7	13	36	16	34
AT1G05290	0	0	0	0	0	0	0	0	0
AT1G05291	0	0	0	0	0	0	0	0	0
AT1G05293	57	56	69	46	27	33	47	34	33
AT1G05297	47	17	38	17	25	18	12	9	17
AT1G05300	99	340	134	214	158	316	88	79	91
AT1G05303	12	5	11	20	31	13	10	15	9
AT1G05307	0	0	0	0	0	0	0	0	0
AT1G05310	44	46	96	124	74	175	41	16	48
AT1G05313	0	0	0	0	0	0	0	0	0
AT1G05317	14	91	22	12	2	5	7	8	11
AT1G05320	476	522	620	491	458	460	265	330	385
AT1G05323	1	3	3	4	15	2	20	12	11
AT1G05327	10	32	13	17	127	29	120	49	74
AT1G05330	4	2	9	6	2	9	35	28	36
AT1G05333	525	673	570	443	383	317	338	428	403
AT1G05337	70	36	92	23	30	41	26	13	42
AT1G05340	112	421	623	515	796	935	1020	513	2066
AT1G05343	105	56	69	68	76	51	27	48	24
AT1G05347	321	1350	386	849	1128	682	673	424	886
AT1G05350	625	521	542	420	522	349	620	649	432
AT1G05353	6	2	5	4	11	8	5	10	22
AT1G05357	1	2	4	3	0	1	0	0	4
AT1G05360	360	305	376	259	237	269	214	256	186
AT1G05363	41	30	39	42	47	66	25	15	16
AT1G05367	13	5	4	4	9	4	6	10	9
AT1G05370	48	32	38	14	35	14	3	3	16
AT1G05373	0	0	0	0	0	0	0	0	0
AT1G05377	0	0	0	0	0	0	0	0	0
AT1G05380	1405	1745	1683	1151	1115	1233	1257	1423	1274
AT1G05383	0	0	0	0	0	0	0	0	0
AT1G05385	469	412	572	506	335	263	337	454	343
AT1G05387	0	0	0	0	0	0	0	0	1
AT1G05390	0	0	0	0	0	0	0	0	0
AT1G05397	0	4	7	0	0	0	2	0	0
AT1G05400	30	51	29	9	12	6	19	17	19
AT1G05407	0	0	0	0	0	0	0	0	0
AT1G05410	567	561	599	340	276	266	290	452	230
AT1G05413	0	0	0	0	0	0	0	0	0
AT1G05417	24	30	19	17	9	8	11	11	6
AT1G05420	49	19	58	0	3	3	101	180	55
AT1G05423	40	30	40	20	19	7	12	14	10
AT1G05427	15	20	28	14	7	7	5	7	5
AT1G05430	686	704	680	489	423	384	389	439	396
AT1G05433	11	5	6	2	0	1	2	4	1
AT1G05440	73	15	29	4	1	0	0	2	0
AT1G05443	0	0	0	0	0	0	1	0	0
AT1G05447	0	29	5	0	0	0	0	2	0
AT1G05450	2	46	17	22	0	0	1	2	10
AT1G05453	462	726	436	416	1063	546	912	580	874
AT1G05460	499	451	472	315	256	269	103	128	99
AT1G05463	115	115	129	106	108	65	50	74	65
AT1G05467	280	288	272	239	239	162	143	177	163
AT1G05470	287	141	254	74	87	71	44	85	28
AT1G05473	0	0	0	0	0	0	0	0	0
AT1G05477	0	0	0	0	0	0	0	0	0
AT1G05483	0	0	0	0	0	0	0	0	0
AT1G05487	0	0	0	0	0	0	0	0	0
AT1G05490	81	27	47	143	30	34	12	12	18
AT1G05493	2	0	0	0	1	0	0	0	0
AT1G05497	0	2	0	0	1	1	1	0	0
AT1G05500	1271	1181	1135	817	725	611	894	1098	882
AT1G05507	0	0	0	2	0	0	0	0	0
AT1G05510	6	3	3	1	4	5	9	4	30
AT1G05517	1	2	6	2	2	1	1	0	0
AT1G05520	947	1285	1041	766	636	745	661	578	540
AT1G05523	164	436	320	243	210	78	1657	608	2678
AT1G05527	0	1	2	0	0	3	1	2	10
AT1G05530	4	2	1	7	5	9	1	0	4
AT1G05533	0	0	0	0	2	0	3	1	0
AT1G05537	0	0	0	0	0	0	2	0	0
AT1G05540	62	31	28	109	95	80	70	84	58
AT1G05543	0	0	0	0	0	0	0	0	1
AT1G05547	0	0	0	0	0	0	0	0	0
AT1G05550	14	9	11	24	6	10	4	5	4
AT1G05553	60	56	86	44	21	29	60	78	72
AT1G05557	18	9	36	35	12	8	10	18	21
AT1G05560	856	844	1123	1278	969	789	431	468	598
AT1G05562	856	844	1123	1278	969	789	431	468	598
AT1G05563	16	3	8	3	0	4	6	2	6
AT1G05567	0	0	0	0	0	0	0	0	0
AT1G05570	1808	5361	2636	1161	1391	1470	1471	911	1312
AT1G05575	453	440	504	3882	2509	2776	755	839	964
AT1G05577	3	4	3	4	7	0	6	0	0
AT1G05580	0	2	0	186	0	18	1	2	0
AT1G05583	0	0	0	0	0	0	0	0	0
AT1G05587	0	0	0	0	0	0	0	0	0
AT1G05590	527	342	478	508	432	436	166	312	215
AT1G05593	0	0	0	0	0	0	0	0	0
AT1G05597	0	0	0	0	0	0	0	0	0
AT1G05600	266	198	316	228	144	236	92	176	113
AT1G05603	0	0	0	0	0	0	0	0	0
AT1G05607	15	40	27	1	0	0	0	1	2
AT1G05610	16	16	4	7	18	0	12	20	10
AT1G05613	0	0	0	0	0	0	2	0	0
AT1G05615	0	0	0	0	0	0	3	0	0
AT1G05617	0	0	0	0	0	0	0	0	0
AT1G05620	580	804	337	313	194	193	418	308	340
AT1G05623	0	0	0	0	0	0	0	0	0
AT1G05627	0	0	0	0	0	0	0	0	0
AT1G05630	1995	1078	1270	1634	1515	1337	682	792	636
AT1G05633	0	0	0	0	0	0	0	0	0
AT1G05637	0	1	1	2	0	0	1	0	1
AT1G05640	79	45	68	18	12	12	21	11	13
AT1G05643	0	0	0	0	0	0	0	0	0
AT1G05647	0	0	0	0	0	0	0	0	0
AT1G05650	0	1	0	0	0	1	0	0	0
AT1G05653	0	0	0	0	0	0	0	0	0
AT1G05657	0	0	0	0	0	0	0	0	0
AT1G05660	0	0	0	0	0	0	0	0	0
AT1G05663	0	0	0	0	0	0	0	0	0
AT1G05667	0	0	0	0	0	0	0	0	0
AT1G05670	282	258	261	380	442	317	161	158	157
AT1G05673	0	0	0	0	0	0	0	0	0
AT1G05675	257	302	89	3763	5368	2439	788	315	420
AT1G05680	17	108	76	627	232	744	113	46	174
AT1G05683	0	0	0	0	1	0	0	0	0
AT1G05687	458	244	369	159	174	134	122	133	104
AT1G05690	63	146	113	116	99	149	64	60	73
AT1G05693	0	0	0	0	0	0	0	0	1
AT1G05697	0	0	0	0	0	0	0	0	0
AT1G05700	2	5	2	0	1	2	0	0	6
AT1G05703	29	28	53	38	26	24	8	21	14
AT1G05707	3	3	3	3	6	10	2	0	3
AT1G05710	262	164	172	94	92	113	62	62	106
AT1G05713	0	0	0	0	0	0	0	0	0
AT1G05717	0	2	4	3	0	0	2	2	1
AT1G05720	395	455	397	297	234	261	179	242	219
AT1G05723	2	6	2	1	2	1	2	2	2
AT1G05727	27	49	21	44	74	28	50	21	45
AT1G05730	171	179	133	99	65	77	78	101	81
AT1G05733	211	47	162	251	130	114	36	58	59
AT1G05737	0	0	0	0	0	0	0	0	0
AT1G05740	3	0	0	0	0	1	0	2	0
AT1G05747	0	0	0	0	0	0	0	0	0
AT1G05750	354	420	365	150	200	158	193	212	211
AT1G05753	119	785	385	379	142	310	185	38	182
AT1G05757	88	83	99	173	366	263	228	175	263
AT1G05760	66	43	30	20	53	23	53	43	25
AT1G05763	119	118	135	99	167	119	76	101	109
AT1G05767	652	532	510	440	898	608	2538	1802	1254
AT1G05770	18	15	23	7	7	4	13	13	12
AT1G05773	402	390	404	203	189	111	262	307	234
AT1G05777	228	184	275	246	189	179	199	240	209
AT1G05780	160	167	169	160	128	152	76	116	109
AT1G05783	20	38	26	22	14	31	34	8	13
AT1G05785	143	249	188	118	90	105	167	167	159
AT1G05787	0	0	0	0	0	0	0	0	0
AT1G05790	576	763	758	627	618	660	359	531	527
AT1G05793	0	0	0	0	0	0	0	0	0
AT1G05797	0	0	0	0	0	0	0	0	0
AT1G05800	0	21	5	0	2	0	139	45	37
AT1G05803	0	0	0	0	0	0	0	0	0
AT1G05805	2113	2436	2673	2939	1670	2334	1601	1842	1893
AT1G05807	0	0	0	0	0	0	0	0	0
AT1G05810	618	251	573	608	361	317	223	484	314
AT1G05813	0	0	0	0	0	0	0	0	0
AT1G05817	0	0	0	0	0	0	0	0	0
AT1G05820	99	60	101	96	107	87	77	83	81
AT1G05823	0	0	0	0	0	0	0	1	0
AT1G05827	0	0	0	0	0	0	0	0	0
AT1G05830	1342	1198	1372	1060	1077	998	646	990	778
AT1G05833	246	211	243	141	191	198	167	194	177
AT1G05835	365	139	204	69	63	41	49	149	36
AT1G05837	89	186	148	229	146	181	89	44	93
AT1G05840	919	1305	1330	994	892	922	617	745	812
AT1G05843	16	0	4	0	0	0	0	0	0
AT1G05847	5	0	2	0	0	0	0	0	0
AT1G05850	19573	17360	19707	15551	15216	10852	13975	16553	15470
AT1G05853	0	0	0	0	0	0	0	0	1
AT1G05857	3	6	7	2	0	3	2	2	3
AT1G05860	452	341	293	332	198	245	83	156	105
AT1G05863	0	0	0	0	0	0	0	0	0
AT1G05867	11	18	8	10	7	4	8	2	3
AT1G05870	501	367	391	233	151	118	176	255	343
AT1G05873	149	120	98	97	42	75	38	42	25
AT1G05880	5	26	5	5	0	8	2	1	4
AT1G05887	0	0	0	0	0	0	0	0	0
AT1G05890	1840	2445	2427	1690	1747	1659	956	1276	1272
AT1G05893	0	0	0	0	0	0	0	0	0
AT1G05894	6	3	14	8	2	16	9	6	8
AT1G05897	0	0	0	0	0	0	0	0	0
AT1G05900	308	367	408	422	287	354	229	307	306
AT1G05903	0	0	0	0	0	0	0	0	0
AT1G05907	0	0	0	3	0	0	0	0	0
AT1G05910	829	944	806	619	600	616	425	470	434
AT1G05913	0	0	0	6	0	0	0	0	1
AT1G05917	0	0	0	0	0	0	0	0	1
AT1G05920	0	0	0	0	0	0	0	1	3
AT1G05927	3131	4612	4186	2421	1679	1991	2062	1889	2068
AT1G05930	0	0	0	3	0	0	0	1	0
AT1G05933	143	381	104	362	751	149	540	369	438
AT1G05937	2	4	0	2	0	0	2	0	0
AT1G05940	1734	2676	2371	1530	1364	1414	1263	1368	1672
AT1G05943	20	15	3	4	5	0	27	7	18
AT1G05947	0	0	0	0	0	0	0	0	0
AT1G05950	111	90	79	46	21	7	13	27	19
AT1G05953	0	0	0	0	0	0	0	0	0
AT1G05957	0	0	0	0	0	0	0	0	0
AT1G05960	1412	1482	1390	1239	1344	1189	1416	1589	1428
AT1G05963	0	0	0	0	0	0	4	1	1
AT1G05967	0	0	0	0	0	0	0	0	0
AT1G05970	236	161	247	203	201	156	112	136	118
AT1G05973	59	65	54	36	45	38	53	36	33
AT1G05977	80	52	60	20	29	20	15	16	16
AT1G05980	0	0	0	0	0	0	0	0	0
AT1G05983	0	0	0	0	0	0	0	0	0
AT1G05987	9	0	7	8	8	4	0	5	2
AT1G05990	0	7	1	4	2	1	0	0	0
AT1G05993	2	0	3	2	1	1	0	2	0
AT1G05997	0	0	2	0	1	1	0	1	0
AT1G06000	1022	1479	560	708	785	309	1374	2056	1363
AT1G06002	1022	1478	556	707	781	306	1372	2054	1359
AT1G06003	22	16	17	11	7	12	9	5	3
AT1G06007	0	0	0	0	0	0	0	0	0
AT1G06010	400	355	287	245	230	157	193	411	193
AT1G06013	0	0	0	0	0	0	0	0	0
AT1G06017	115	81	96	31	56	41	68	82	42
AT1G06020	16	21	15	16	7	15	18	9	23
AT1G06023	0	0	2	0	0	0	0	0	0
AT1G06027	0	0	0	0	0	0	0	0	0
AT1G06030	0	1	0	1	1	0	5	1	2
AT1G06033	415	194	328	182	122	82	181	286	156
AT1G06037	0	0	0	0	0	0	0	0	2
AT1G06040	5766	5865	5835	4703	4175	4052	2880	3186	3864
AT1G06043	0	0	0	0	0	0	0	0	0
AT1G06045	987	1000	1012	698	701	581	496	397	579
AT1G06047	0	0	0	0	0	0	0	1	0
AT1G06050	158	285	201	218	176	187	165	202	169
AT1G06053	0	0	0	0	0	0	0	0	0
AT1G06057	0	0	0	0	0	0	0	1	0
AT1G06060	569	700	672	482	467	491	432	536	501
AT1G06063	0	0	0	0	0	0	0	0	0
AT1G06067	0	0	1	0	0	0	0	0	0
AT1G06070	522	613	496	384	283	243	322	503	386
AT1G06073	0	0	0	2	0	1	1	1	3
AT1G06080	90	40	31	90	53	34	3	12	21
AT1G06083	127	245	274	93	58	51	48	80	104
AT1G06087	108	70	61	35	37	15	35	52	18
AT1G06090	32	3	18	4	5	7	9	0	2
AT1G06093	0	0	0	0	0	0	0	0	0
AT1G06097	0	0	0	0	0	0	0	0	0
AT1G06100	146	15	87	2	0	1	4	0	0
AT1G06103	15	22	23	18	6	9	24	9	10
AT1G06110	1128	1324	1346	1062	1118	1042	608	542	882
AT1G06113	1	0	0	0	0	0	0	0	0
AT1G06117	0	0	0	0	1	3	0	0	0
AT1G06120	0	0	0	0	0	0	7	0	0
AT1G06123	2	1	1	6	1	4	0	2	0
AT1G06127	0	0	0	0	1	0	0	0	0
AT1G06130	834	1045	848	717	825	661	699	524	629
AT1G06133	0	0	0	0	0	0	0	0	0
AT1G06135	0	0	5	0	12	2	4	2	5
AT1G06137	0	0	2	1	0	0	0	0	2
AT1G06140	126	68	58	44	55	34	47	44	40
AT1G06143	106	136	121	89	36	70	50	90	60
AT1G06147	0	0	0	0	0	0	0	0	0
AT1G06148	5	21	6	10	22	6	7	6	4
AT1G06150	768	668	698	746	705	856	195	276	199
AT1G06153	20	31	12	3	15	4	33	28	14
AT1G06157	0	0	0	0	0	0	0	0	0
AT1G06160	163	1458	494	400	44	152	10	0	12
AT1G06163	0	2	2	8	3	3	43	12	27
AT1G06170	12	0	8	0	22	0	2	2	4
AT1G06173	28	29	15	18	18	8	14	8	10
AT1G06177	21	16	11	9	13	5	12	5	7
AT1G06180	103	183	92	42	14	11	0	9	20
AT1G06187	0	0	0	0	0	0	0	0	0
AT1G06190	4199	3109	4093	2052	1946	1568	2044	3430	2032
AT1G06197	0	0	0	0	0	0	0	0	0
AT1G06200	1342	1603	1451	1174	983	886	1137	1133	1111
AT1G06203	0	0	0	1	1	0	0	0	0
AT1G06207	119	148	142	89	80	62	77	98	66
AT1G06210	713	778	719	667	737	586	842	887	894
AT1G06213	55	24	40	21	11	6	9	13	20
AT1G06217	18	45	49	19	34	40	10	12	10
AT1G06220	2065	2235	2020	1345	1264	1232	1127	1277	1140
AT1G06225	0	1	0	0	0	0	0	0	0
AT1G06227	203	106	132	74	22	33	63	96	62
AT1G06230	2091	2381	2177	1662	1756	1683	1397	1640	1656
AT1G06233	38	17	34	14	2	7	17	18	16
AT1G06237	55	30	25	15	9	6	13	24	20
AT1G06240	358	296	393	473	376	394	182	195	201
AT1G06243	44	17	31	20	3	10	13	29	16
AT1G06247	28	30	27	22	12	6	9	24	15
AT1G06250	74	27	57	36	27	41	13	8	31
AT1G06253	119	101	82	131	59	49	51	154	78
AT1G06257	15	4	15	0	0	6	0	4	0
AT1G06260	219	163	245	167	81	113	75	89	85
AT1G06263	21	28	33	14	4	9	18	21	14
AT1G06265	432	368	477	373	177	264	158	161	174
AT1G06267	16	31	33	16	9	26	16	10	7
AT1G06270	127	95	127	68	47	60	55	48	28
AT1G06273	9	3	9	2	1	4	1	3	3
AT1G06277	5	7	7	7	3	7	3	9	8
AT1G06280	1	3	1	0	0	0	0	0	0
AT1G06283	37	34	45	35	36	14	18	49	24
AT1G06287	5	2	3	1	2	0	0	6	2
AT1G06290	1516	2047	1677	1259	1584	1343	1248	1089	1387
AT1G06293	1	0	0	0	0	0	0	1	0
AT1G06297	0	0	0	0	0	0	0	0	0
AT1G06303	0	0	0	0	0	0	0	0	0
AT1G06307	0	0	0	0	0	0	0	0	0
AT1G06310	4	1	5	4	0	2	1	0	4
AT1G06313	0	0	0	0	0	0	0	0	0
AT1G06317	0	0	0	0	0	0	0	0	0
AT1G06320	0	0	0	0	0	0	0	0	0
AT1G06323	0	0	0	0	0	0	0	0	0
AT1G06327	0	0	0	0	0	0	0	0	0
AT1G06330	0	0	0	3	0	0	0	0	1
AT1G06333	0	0	0	0	0	0	0	0	0
AT1G06337	8	24	15	5	9	3	4	1	9
AT1G06340	0	0	0	2	0	2	0	0	1
AT1G06343	0	0	0	0	0	0	0	0	0
AT1G06347	0	0	0	0	0	0	0	0	0
AT1G06350	30	7	33	91	29	4	8	7	3
AT1G06353	0	0	0	0	0	0	0	0	0
AT1G06357	0	0	0	0	0	0	0	0	0
AT1G06360	1881	410	1466	602	494	497	126	526	68
AT1G06363	0	0	0	0	0	0	0	0	0
AT1G06373	0	0	0	0	0	0	0	2	2
AT1G06377	0	0	0	0	0	0	0	0	0
AT1G06380	189	192	220	117	88	100	116	152	97
AT1G06383	0	0	0	0	0	1	0	0	0
AT1G06387	0	0	0	0	0	0	0	0	0
AT1G06390	1376	1134	1364	1348	1554	1218	860	1249	876
AT1G06393	0	0	0	0	0	0	0	0	0
AT1G06397	179	134	136	111	91	86	68	118	86
AT1G06400	2118	2426	2371	1959	2144	2163	1566	2059	1831
AT1G06403	0	0	1	0	0	0	0	1	0
AT1G06407	0	0	1	0	0	0	0	0	0
AT1G06410	7150	7339	7449	6507	10477	8471	7530	7508	7030
AT1G06413	0	0	0	0	0	0	0	0	0
AT1G06417	3	2	2	1	3	1	1	1	0
AT1G06420	44	23	51	44	7	6	6	12	5
AT1G06423	32	34	35	42	30	29	18	17	23
AT1G06427	0	0	0	0	0	0	0	0	0
AT1G06430	3117	3912	6318	5929	5134	5892	4327	2579	4468
AT1G06433	0	0	0	0	0	1	0	0	0
AT1G06437	0	0	0	0	0	0	0	0	0
AT1G06440	108	80	76	54	58	76	52	58	55
AT1G06443	1	3	0	0	0	1	0	0	0
AT1G06447	1	4	0	0	0	1	0	0	0
AT1G06450	417	443	601	619	350	447	321	423	409
AT1G06453	10	9	10	14	2	3	9	16	6
AT1G06457	1	0	1	0	1	0	0	0	0
AT1G06460	4912	6745	8464	6539	6169	5976	3130	3517	4765
AT1G06463	1	2	4	8	1	2	0	5	0
AT1G06467	0	1	1	0	0	0	1	0	0
AT1G06470	773	669	891	693	533	512	387	512	453
AT1G06473	54	53	71	138	115	143	26	42	77
